PERF: instrs=137371, cycles=1715178, IPC=0.080091
PERF: instrs=137331, cycles=1717154, IPC=0.079976
PERF: instrs=137340, cycles=1717624, IPC=0.079959
PERF: instrs=137352, cycles=1717690, IPC=0.079963
PERF: instrs=137363, cycles=1717981, IPC=0.079956
PERF: instrs=137329, cycles=1717416, IPC=0.079963
PERF: instrs=137337, cycles=1716837, IPC=0.079994
PERF: instrs=137329, cycles=1716273, IPC=0.080016
PERF: instrs=137339, cycles=1716553, IPC=0.080009
PERF: instrs=137366, cycles=1717643, IPC=0.079974
PERF: instrs=137361, cycles=1717736, IPC=0.079966
PERF: instrs=137335, cycles=1716747, IPC=0.079997
PERF: instrs=137360, cycles=1717723, IPC=0.079966
PERF: instrs=137370, cycles=1717859, IPC=0.079966
PERF: instrs=137341, cycles=1716895, IPC=0.079994
PERF: instrs=137340, cycles=1716991, IPC=0.079989
PERF: instrs=137367, cycles=1717619, IPC=0.079975
PERF: instrs=137342, cycles=1716928, IPC=0.079993
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137363, cycles=1717750, IPC=0.079967
PERF: instrs=137334, cycles=1716706, IPC=0.079999
PERF: instrs=137365, cycles=1717802, IPC=0.079966
PERF: instrs=137332, cycles=1716646, IPC=0.080000
PERF: instrs=137344, cycles=1717003, IPC=0.079991
PERF: instrs=137370, cycles=1717910, IPC=0.079963
PERF: instrs=137337, cycles=1716714, IPC=0.080000
PERF: instrs=137371, cycles=1717841, IPC=0.079967
PERF: instrs=137366, cycles=1717733, IPC=0.079969
PERF: instrs=137367, cycles=1717757, IPC=0.079969
PERF: instrs=137364, cycles=1717691, IPC=0.079970
PERF: instrs=137340, cycles=1716757, IPC=0.080000
PERF: instrs=137343, cycles=1716922, IPC=0.079994
PERF: instrs=137365, cycles=1717640, IPC=0.079973
PERF: instrs=137337, cycles=1716691, IPC=0.080001
PERF: instrs=137343, cycles=1716868, IPC=0.079996
PERF: instrs=137359, cycles=1717691, IPC=0.079967
PERF: instrs=137369, cycles=1717946, IPC=0.079961
PERF: instrs=137337, cycles=1716913, IPC=0.079991
PERF: instrs=137340, cycles=1717009, IPC=0.079988
PERF: instrs=137341, cycles=1716634, IPC=0.080006
PERF: instrs=137345, cycles=1716811, IPC=0.080000
PERF: instrs=137372, cycles=1717721, IPC=0.079973
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137342, cycles=1717003, IPC=0.079989
PERF: instrs=137370, cycles=1717952, IPC=0.079961
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137341, cycles=1716895, IPC=0.079994
PERF: instrs=137342, cycles=1717033, IPC=0.079988
PERF: instrs=137368, cycles=1717640, IPC=0.079975
PERF: instrs=137343, cycles=1716949, IPC=0.079992
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137374, cycles=1717958, IPC=0.079964
PERF: instrs=137339, cycles=1716853, IPC=0.079995
PERF: instrs=137369, cycles=1717838, IPC=0.079966
PERF: instrs=137341, cycles=1716967, IPC=0.079990
PERF: instrs=137346, cycles=1717177, IPC=0.079984
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137341, cycles=1716930, IPC=0.079992
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137372, cycles=1717904, IPC=0.079965
PERF: instrs=137368, cycles=1717817, IPC=0.079967
PERF: instrs=137342, cycles=1716931, IPC=0.079993
PERF: instrs=137344, cycles=1717075, IPC=0.079987
PERF: instrs=137369, cycles=1717676, IPC=0.079974
PERF: instrs=137341, cycles=1716907, IPC=0.079993
PERF: instrs=137348, cycles=1717105, IPC=0.079988
PERF: instrs=137371, cycles=1717895, IPC=0.079965
PERF: instrs=137369, cycles=1717856, IPC=0.079965
PERF: instrs=137337, cycles=1716913, IPC=0.079991
PERF: instrs=137340, cycles=1717009, IPC=0.079988
PERF: instrs=137341, cycles=1716634, IPC=0.080006
PERF: instrs=137345, cycles=1716811, IPC=0.080000
PERF: instrs=137372, cycles=1717721, IPC=0.079973
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137342, cycles=1717003, IPC=0.079989
PERF: instrs=137370, cycles=1717952, IPC=0.079961
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137341, cycles=1716895, IPC=0.079994
PERF: instrs=137342, cycles=1717033, IPC=0.079988
PERF: instrs=137368, cycles=1717640, IPC=0.079975
PERF: instrs=137343, cycles=1716949, IPC=0.079992
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137374, cycles=1717958, IPC=0.079964
PERF: instrs=137339, cycles=1716853, IPC=0.079995
PERF: instrs=137369, cycles=1717838, IPC=0.079966
PERF: instrs=137341, cycles=1716967, IPC=0.079990
PERF: instrs=137346, cycles=1717177, IPC=0.079984
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137341, cycles=1716930, IPC=0.079992
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137372, cycles=1717904, IPC=0.079965
PERF: instrs=137368, cycles=1717817, IPC=0.079967
PERF: instrs=137342, cycles=1716931, IPC=0.079993
PERF: instrs=137344, cycles=1717075, IPC=0.079987
PERF: instrs=137369, cycles=1717676, IPC=0.079974
PERF: instrs=137341, cycles=1716907, IPC=0.079993
PERF: instrs=137348, cycles=1717105, IPC=0.079988
PERF: instrs=137371, cycles=1717895, IPC=0.079965
PERF: instrs=137369, cycles=1717856, IPC=0.079965
PERF: instrs=137337, cycles=1716913, IPC=0.079991
PERF: instrs=137340, cycles=1717009, IPC=0.079988
PERF: instrs=137341, cycles=1716634, IPC=0.080006
PERF: instrs=137345, cycles=1716811, IPC=0.080000
PERF: instrs=137372, cycles=1717721, IPC=0.079973
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137342, cycles=1717003, IPC=0.079989
PERF: instrs=137370, cycles=1717952, IPC=0.079961
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137341, cycles=1716895, IPC=0.079994
PERF: instrs=137342, cycles=1717033, IPC=0.079988
PERF: instrs=137368, cycles=1717640, IPC=0.079975
PERF: instrs=137343, cycles=1716949, IPC=0.079992
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137374, cycles=1717958, IPC=0.079964
PERF: instrs=137339, cycles=1716853, IPC=0.079995
PERF: instrs=137369, cycles=1717838, IPC=0.079966
PERF: instrs=137341, cycles=1716967, IPC=0.079990
PERF: instrs=137346, cycles=1717177, IPC=0.079984
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137341, cycles=1716930, IPC=0.079992
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137372, cycles=1717904, IPC=0.079965
PERF: instrs=137368, cycles=1717817, IPC=0.079967
PERF: instrs=137342, cycles=1716931, IPC=0.079993
PERF: instrs=137344, cycles=1717075, IPC=0.079987
PERF: instrs=137369, cycles=1717676, IPC=0.079974
PERF: instrs=137341, cycles=1716907, IPC=0.079993
PERF: instrs=137348, cycles=1717105, IPC=0.079988
PERF: instrs=137371, cycles=1717895, IPC=0.079965
PERF: instrs=137369, cycles=1717856, IPC=0.079965
PERF: instrs=137337, cycles=1716913, IPC=0.079991
PERF: instrs=137340, cycles=1717009, IPC=0.079988
PERF: instrs=137341, cycles=1716634, IPC=0.080006
PERF: instrs=137345, cycles=1716811, IPC=0.080000
PERF: instrs=137372, cycles=1717721, IPC=0.079973
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137342, cycles=1717003, IPC=0.079989
PERF: instrs=137370, cycles=1717952, IPC=0.079961
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137341, cycles=1716895, IPC=0.079994
PERF: instrs=137342, cycles=1717033, IPC=0.079988
PERF: instrs=137368, cycles=1717640, IPC=0.079975
PERF: instrs=137343, cycles=1716949, IPC=0.079992
PERF: instrs=137367, cycles=1717814, IPC=0.079966
PERF: instrs=137374, cycles=1717958, IPC=0.079964
PERF: instrs=137339, cycles=1716853, IPC=0.079995
PERF: instrs=137369, cycles=1717838, IPC=0.079966
PERF: instrs=137341, cycles=1716967, IPC=0.079990
PERF: instrs=137346, cycles=1717177, IPC=0.079984
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137341, cycles=1716930, IPC=0.079992
PERF: instrs=137374, cycles=1717946, IPC=0.079964
PERF: instrs=137373, cycles=1717922, IPC=0.079965
PERF: instrs=137372, cycles=1717904, IPC=0.079965
PERF: instrs=137368, cycles=1717817, IPC=0.079967
PERF: instrs=137342, cycles=1716931, IPC=0.079993
PERF: instrs=137344, cycles=1717075, IPC=0.079987
PERF: instrs=137369, cycles=1717676, IPC=0.079974
PERF: instrs=137341, cycles=1716907, IPC=0.079993
PERF: instrs=137348, cycles=1717105, IPC=0.079988
PERF: instrs=137371, cycles=1717895, IPC=0.079965
PERF: instrs=137369, cycles=1717856, IPC=0.079965
PERF: instrs=137337, cycles=1716913, IPC=0.079991
PERF: instrs=137340, cycles=1717009, IPC=0.079988
PERF: instrs=137341, cycles=1716634, IPC=0.080006
