0	323.957
1	324.192
2	324.45
3	324.805
4	326.091
5	327.556
6	328.297
7	329.424
8	330.181
9	337.427
10	334.895
11	326.273
12	324.997
13	324.529
14	324.215
15	323.989
16	323.955
17	324.22
18	324.529
19	324.995
20	326.987
21	329.2
22	329.151
23	330.232
24	337.146
25	335.431
26	332.868
27	326.144
28	325.063
29	324.583
30	324.241
31	323.999
32	323.951
33	324.232
34	324.575
35	325.142
36	328.07
37	331.332
38	331.533
39	330.511
40	329.94
41	331.882
42	330.246
43	325.964
44	325.063
45	324.594
46	324.246
47	324
48	323.934
49	324.217
50	324.568
51	325.159
52	328.07
53	331.309
54	331.877
55	332.572
56	333.979
57	333.829
58	331.668
59	325.954
60	325.025
61	324.566
62	324.224
63	323.982
64	323.899
65	324.171
66	324.504
67	325.039
68	327.541
69	330.34
70	330.942
71	332.498
72	335.3
73	335.154
74	332.577
75	325.915
76	324.935
77	324.499
78	324.176
79	323.944
80	323.844
81	324.096
82	324.391
83	324.826
84	326.857
85	329.149
86	329.632
87	330.924
88	333.338
89	333.223
90	331.167
91	325.55
92	324.768
93	324.393
94	324.101
95	323.888
96	323.774
97	323.998
98	324.247
99	324.544
100	324.981
101	325.415
102	325.69
103	325.972
104	326.187
105	326.09
106	325.632
107	324.949
108	324.548
109	324.257
110	324.007
111	323.816
112	323.695
113	323.891
114	324.096
115	324.31
116	324.531
117	324.734
118	324.893
119	325.002
120	325.037
121	324.97
122	324.799
123	324.566
124	324.332
125	324.111
126	323.902
127	323.735
128	323.61
129	323.779
130	323.948
131	324.113
132	324.269
133	324.406
134	324.511
135	324.575
136	324.587
137	324.54
138	324.439
139	324.297
140	324.136
141	323.966
142	323.793
143	323.65
144	323.523
145	323.666
146	323.805
147	323.937
148	324.056
149	324.157
150	324.232
151	324.275
152	324.281
153	324.248
154	324.178
155	324.078
156	323.958
157	323.824
158	323.683
159	323.563
160	323.434
161	323.553
162	323.668
163	323.773
164	323.866
165	323.944
166	324
167	324.032
168	324.035
169	324.011
170	323.959
171	323.885
172	323.793
173	323.689
174	323.575
175	323.477
176	323.345
177	323.442
178	323.534
179	323.618
180	323.691
181	323.751
182	323.794
183	323.818
184	323.821
185	323.803
186	323.764
187	323.708
188	323.638
189	323.557
190	323.468
191	323.39
192	323.254
193	323.329
194	323.401
195	323.467
196	323.524
197	323.571
198	323.604
199	323.623
200	323.625
201	323.612
202	323.583
203	323.541
204	323.488
205	323.427
206	323.361
207	323.303
208	323.158
209	323.214
210	323.269
211	323.319
212	323.363
213	323.399
214	323.424
215	323.439
216	323.441
217	323.431
218	323.409
219	323.378
220	323.339
221	323.296
222	323.25
223	323.211
224	323.056
225	323.094
226	323.133
227	323.171
228	323.204
229	323.231
230	323.25
231	323.261
232	323.263
233	323.256
234	323.24
235	323.217
236	323.19
237	323.16
238	323.131
239	323.111
240	322.963
241	322.99
242	323.019
243	323.048
244	323.073
245	323.095
246	323.11
247	323.118
248	323.12
249	323.114
250	323.102
251	323.085
252	323.064
253	323.042
254	323.024
255	323.016
